start_seconds,end_seconds,start_timecode,end_timecode,score,flagged,track_1_score,track_1_rms_dbfs,track_1_low_frequency_ratio,track_1_spectral_flatness,track_1_peak,track_2_score,track_2_rms_dbfs,track_2_low_frequency_ratio,track_2_spectral_flatness,track_2_peak
2890.0,2900.0,00:48:10.000,00:48:20.000,0.983704,True,0.983704,-27.696,0.98583,0.083033,0.152198,0.936555,-23.253,0.995284,0.04582,0.295835
2900.0,2910.0,00:48:20.000,00:48:30.000,0.886452,False,0.88507,-16.954,0.99824,0.033872,0.602673,0.886452,-20.116,0.996349,0.034253,0.709252
2910.0,2920.0,00:48:30.000,00:48:40.000,0.926896,False,0.919624,-13.452,0.998582,0.04069,0.954293,0.926896,-18.028,0.996913,0.042643,0.554062
2920.0,2930.0,00:48:40.000,00:48:50.000,0.85746,False,0.85746,-15.515,0.998417,0.029374,0.981899,0.815788,-17.588,0.99819,0.02361,0.680299
2930.0,2940.0,00:48:50.000,00:49:00.000,0.888497,False,0.888497,-16.925,0.998392,0.034476,0.570723,0.870305,-18.651,0.99747,0.031459,0.542994
2940.0,2950.0,00:49:00.000,00:49:10.000,0.958614,True,0.958614,-13.779,0.998079,0.052817,0.87984,0.947761,-15.068,0.997598,0.048664,1.074345
2950.0,2960.0,00:49:10.000,00:49:20.000,0.991572,True,0.991572,-20.01,0.959182,0.116606,0.621874,0.965204,-15.745,0.987417,0.056372,0.945939
2960.0,2970.0,00:49:20.000,00:49:30.000,0.915406,False,0.915406,-22.579,0.995689,0.040228,0.326258,0.876502,-17.268,0.99822,0.032421,0.688024
2970.0,2980.0,00:49:30.000,00:49:40.000,0.969949,True,0.969949,-26.39,0.987489,0.062209,0.193107,0.942674,-22.085,0.993701,0.047595,0.451548
2980.0,2990.0,00:49:40.000,00:49:50.000,0.94738,False,0.94738,-23.249,0.984451,0.049572,0.293593,0.889833,-20.18,0.993112,0.034889,0.330588
2990.0,3000.0,00:49:50.000,00:50:00.000,0.965892,True,0.965892,-21.046,0.995237,0.057249,0.412294,0.899939,-17.589,0.99798,0.036637,0.725848
3000.0,3010.0,00:50:00.000,00:50:10.000,0.990302,True,0.990302,-19.961,0.991538,0.087882,0.518827,0.970995,-15.705,0.995655,0.059549,0.738872
3010.0,3020.0,00:50:10.000,00:50:20.000,0.990706,True,0.990706,-17.31,0.992019,0.086791,0.821259,0.987175,-12.879,0.995243,0.075913,1.573519
3020.0,3030.0,00:50:20.000,00:50:30.000,0.985354,True,0.985354,-18.421,0.987404,0.07492,0.571454,0.979674,-14.816,0.993475,0.066432,0.81913
3030.0,3040.0,00:50:30.000,00:50:40.000,0.931875,False,0.931875,-24.014,0.993451,0.044602,0.324513,0.804323,-19.007,0.998441,0.022163,0.528692
3040.0,3050.0,00:50:40.000,00:50:50.000,0.981466,True,0.949795,-14.006,0.994132,0.049395,0.940042,0.981466,-9.317,0.996744,0.067632,1.557599
3050.0,3060.0,00:50:50.000,00:51:00.000,0.961445,True,0.926811,-20.345,0.99226,0.042828,0.498369,0.961445,-11.748,0.997871,0.054018,1.078058
3060.0,3070.0,00:51:00.000,00:51:10.000,0.966612,True,0.867451,-20.464,0.991579,0.031116,0.555883,0.966612,-10.357,0.997475,0.056584,1.889332
3070.0,3080.0,00:51:10.000,00:51:20.000,0.927988,False,0.927988,-24.71,0.988641,0.043708,0.376297,0.905836,-16.498,0.99757,0.03778,0.855979
3080.0,3090.0,00:51:20.000,00:51:30.000,0.952823,True,0.952823,-26.846,0.989304,0.052655,0.211819,0.943152,-23.036,0.994344,0.047888,0.373266
3090.0,3100.0,00:51:30.000,00:51:40.000,0.952611,True,0.952611,-24.668,0.982582,0.05198,0.32388,0.906186,-20.972,0.99303,0.038111,0.540167
3100.0,3110.0,00:51:40.000,00:51:50.000,0.94047,False,0.94047,-20.353,0.993257,0.04669,0.524559,0.919509,-16.494,0.997481,0.040764,0.781267
3110.0,3120.0,00:51:50.000,00:52:00.000,0.976565,True,0.976565,-32.424,0.98407,0.085685,0.119754,0.967132,-28.385,0.989889,0.061565,0.17703
3120.0,3130.0,00:52:00.000,00:52:10.000,0.962918,True,0.962918,-33.83,0.988323,0.067348,0.130123,0.918316,-29.019,0.995178,0.042151,0.196567
3130.0,3140.0,00:52:10.000,00:52:20.000,0.969088,True,0.969088,-24.851,0.969267,0.061447,0.262658,0.906814,-21.331,0.987322,0.038323,0.41592
3140.0,3150.0,00:52:20.000,00:52:30.000,0.978733,True,0.978733,-27.127,0.980775,0.072397,0.213318,0.940882,-23.286,0.990733,0.047238,0.30703
3150.0,3160.0,00:52:30.000,00:52:40.000,0.950482,True,0.950482,-28.868,0.990315,0.05259,0.17893,0.887378,-25.894,0.994836,0.03493,0.22132
3160.0,3170.0,00:52:40.000,00:52:50.000,0.989551,True,0.989551,-26.109,0.977989,0.117838,0.230425,0.980632,-22.483,0.991379,0.069832,0.359235
3170.0,3180.0,00:52:50.000,00:53:00.000,0.895221,False,0.889527,-23.57,0.991672,0.035085,0.310718,0.895221,-18.701,0.996607,0.035788,0.851673
3180.0,3190.0,00:53:00.000,00:53:10.000,0.901217,False,0.901217,-24.966,0.992581,0.037485,0.270761,0.896049,-20.588,0.996362,0.036043,0.533264
3190.0,3200.0,00:53:10.000,00:53:20.000,0.90042,False,0.760381,-20.211,0.997533,0.016767,0.435823,0.90042,-13.747,0.998756,0.036619,0.9317
3200.0,3210.0,00:53:20.000,00:53:30.000,0.964951,True,0.901727,-17.871,0.996231,0.037013,0.71814,0.964951,-9.706,0.99852,0.05566,1.851146
3210.0,3220.0,00:53:30.000,00:53:40.000,0.950464,True,0.85737,-18.594,0.994576,0.029462,0.544637,0.950464,-14.048,0.997071,0.049593,1.009651
3220.0,3230.0,00:53:40.000,00:53:50.000,0.982947,True,0.921806,-18.423,0.993063,0.041443,0.485491,0.982947,-10.729,0.997279,0.069367,1.329297
3230.0,3240.0,00:53:50.000,00:54:00.000,0.860224,False,0.843432,-21.286,0.995236,0.027518,0.386072,0.860224,-14.83,0.998326,0.029781,1.017023
3240.0,3250.0,00:54:00.000,00:54:10.000,0.929792,False,0.929792,-25.132,0.987914,0.044288,0.433215,0.904395,-17.544,0.99692,0.037529,0.632224
3250.0,3260.0,00:54:10.000,00:54:20.000,0.885148,False,0.87454,-26.27,0.995416,0.032724,0.194115,0.885148,-22.021,0.997566,0.034126,0.296289
3260.0,3270.0,00:54:20.000,00:54:30.000,0.963105,True,0.963105,-25.61,0.994203,0.057098,0.25972,0.921815,-22.311,0.997254,0.041698,0.348991
3270.0,3280.0,00:54:30.000,00:54:40.000,0.98743,True,0.98743,-19.727,0.993229,0.079052,0.425301,0.959292,-15.988,0.997236,0.053261,0.705083
3280.0,3290.0,00:54:40.000,00:54:50.000,0.976437,True,0.976437,-17.492,0.990284,0.064006,0.728181,0.929416,-14.128,0.995759,0.043151,0.797738
3290.0,3300.0,00:54:50.000,00:55:00.000,0.979556,True,0.979556,-18.511,0.993123,0.067003,0.544072,0.926696,-14.379,0.997742,0.042436,0.769297
3300.0,3310.0,00:55:00.000,00:55:10.000,0.985701,True,0.985701,-17.435,0.990656,0.07486,0.633666,0.926116,-14.201,0.997429,0.042289,0.813321
3310.0,3320.0,00:55:10.000,00:55:20.000,0.950299,True,0.950299,-19.817,0.994403,0.049975,0.470374,0.939847,-17.32,0.99689,0.046214,0.667865
3320.0,3330.0,00:55:20.000,00:55:30.000,0.992499,True,0.991598,-21.174,0.958585,0.143594,0.355352,0.992499,-17.837,0.980978,0.100767,0.67385
3330.0,3340.0,00:55:30.000,00:55:40.000,0.957581,True,0.957581,-23.353,0.994055,0.053569,0.431207,0.891565,-19.707,0.996346,0.035156,0.362619
3340.0,3350.0,00:55:40.000,00:55:50.000,0.987703,True,0.987703,-21.277,0.993743,0.080877,0.38005,0.985556,-17.614,0.995753,0.074272,0.62558
3350.0,3360.0,00:55:50.000,00:56:00.000,0.980155,True,0.980155,-16.059,0.994154,0.067068,0.592155,0.951843,-13.103,0.997484,0.05006,1.007516
3360.0,3370.0,00:56:00.000,00:56:10.000,0.934626,False,0.934626,-15.652,0.995539,0.04462,0.84482,0.925663,-12.726,0.997234,0.042141,1.774936
3370.0,3380.0,00:56:10.000,00:56:20.000,0.98703,True,0.98703,-18.09,0.991801,0.077457,0.787616,0.950679,-14.957,0.996682,0.049718,0.977515
3380.0,3390.0,00:56:20.000,00:56:30.000,0.982279,True,0.982279,-13.391,0.993887,0.069029,0.904326,0.929127,-9.095,0.997823,0.042954,2.304265
3390.0,3400.0,00:56:30.000,00:56:40.000,0.988271,True,0.988271,-11.69,0.989937,0.078361,1.196418,0.984895,-8.788,0.995175,0.07186,1.876868
3400.0,3410.0,00:56:40.000,00:56:50.000,0.983659,True,0.983659,-16.142,0.987603,0.071626,0.665171,0.962643,-12.684,0.993899,0.054715,1.72568
3410.0,3420.0,00:56:50.000,00:57:00.000,0.984758,True,0.984758,-18.117,0.987439,0.073824,0.643251,0.942831,-14.874,0.994373,0.047062,0.758942
3420.0,3430.0,00:57:00.000,00:57:10.000,0.93972,False,0.920384,-14.815,0.996074,0.040928,1.526934,0.93972,-13.661,0.997826,0.046005,1.444235
3430.0,3440.0,00:57:10.000,00:57:20.000,0.961103,True,0.961103,-20.528,0.992852,0.054697,0.730751,0.942957,-16.912,0.996234,0.047174,0.811484
3440.0,3450.0,00:57:20.000,00:57:30.000,0.968492,True,0.968492,-16.51,0.994708,0.058101,0.648842,0.912361,-13.414,0.997727,0.039068,0.948771
3450.0,3460.0,00:57:30.000,00:57:40.000,0.947286,False,0.944755,-16.885,0.994744,0.047782,0.608583,0.947286,-14.8,0.997007,0.048497,0.7961
3460.0,3470.0,00:57:40.000,00:57:50.000,0.990366,True,0.990366,-21.136,0.974687,0.094728,0.432362,0.967531,-17.876,0.992412,0.057753,0.717905
3470.0,3480.0,00:57:50.000,00:58:00.000,0.956654,True,0.956654,-21.484,0.99203,0.052816,0.460788,0.893598,-18.346,0.996853,0.035467,0.561505
3480.0,3490.0,00:58:00.000,00:58:10.000,0.941323,False,0.941323,-21.874,0.994851,0.04711,0.3537,0.891063,-18.977,0.997817,0.035019,0.44794
3490.0,3500.0,00:58:10.000,00:58:20.000,0.988754,True,0.988754,-22.575,0.990672,0.086065,0.327545,0.926485,-18.771,0.996215,0.042589,0.546222
3500.0,3510.0,00:58:20.000,00:58:30.000,0.978777,True,0.978777,-22.435,0.989036,0.067803,0.281832,0.935688,-18.994,0.99604,0.045099,0.55059
3510.0,3520.0,00:58:30.000,00:58:40.000,0.957855,True,0.943141,-20.485,0.99271,0.047569,0.367955,0.957855,-17.428,0.995443,0.052773,0.592561
3520.0,3530.0,00:58:40.000,00:58:50.000,0.956068,True,0.956068,-22.246,0.992566,0.052687,0.346925,0.912913,-19.074,0.997191,0.039391,0.560531
3530.0,3540.0,00:58:50.000,00:59:00.000,0.987434,True,0.987434,-24.764,0.983297,0.087262,0.280838,0.95249,-20.007,0.992413,0.050872,0.598748
3540.0,3550.0,00:59:00.000,00:59:10.000,0.953233,True,0.953233,-31.295,0.987602,0.05582,0.119576,0.877042,-28.363,0.993547,0.0335,0.158312
3550.0,3560.0,00:59:10.000,00:59:20.000,0.955312,True,0.955312,-30.168,0.984552,0.055946,0.171687,0.931499,-25.642,0.993057,0.044804,0.279441
3560.0,3570.0,00:59:20.000,00:59:30.000,0.954571,True,0.954571,-28.379,0.977706,0.05449,0.187396,0.919201,-23.668,0.989081,0.041311,0.473077
3570.0,3580.0,00:59:30.000,00:59:40.000,0.98403,True,0.98403,-27.902,0.984296,0.085003,0.22225,0.976688,-25.081,0.987786,0.067281,0.316736
3580.0,3590.0,00:59:40.000,00:59:50.000,0.989258,True,0.983012,-25.621,0.901416,0.178594,0.472604,0.989258,-23.284,0.942022,0.142187,0.448233
3590.0,3600.0,00:59:50.000,01:00:00.000,0.968788,True,0.968788,-22.553,0.975842,0.060038,0.545085,0.914666,-18.145,0.987511,0.03983,0.618111
3600.0,3610.0,01:00:00.000,01:00:10.000,0.985544,True,0.979606,-21.248,0.963496,0.069938,0.44052,0.985544,-18.117,0.974424,0.076435,0.510817
3610.0,3620.0,01:00:10.000,01:00:20.000,0.974438,True,0.974438,-23.984,0.989753,0.064351,0.360626,0.916274,-20.029,0.995954,0.040212,0.441424
3620.0,3630.0,01:00:20.000,01:00:30.000,0.961137,True,0.961137,-21.674,0.994579,0.05488,0.362136,0.903151,-18.837,0.997246,0.037331,0.511489
3630.0,3640.0,01:00:30.000,01:00:40.000,0.971058,True,0.971058,-26.843,0.991993,0.06324,0.199259,0.944734,-22.846,0.994475,0.04839,0.302344
3640.0,3650.0,01:00:40.000,01:00:50.000,0.963031,True,0.963031,-18.767,0.995414,0.055345,0.59527,0.93792,-15.708,0.997753,0.045544,1.074509
3650.0,3660.0,01:00:50.000,01:01:00.000,0.989542,True,0.989542,-23.53,0.994686,0.090466,0.385546,0.982834,-19.371,0.997458,0.070816,0.543616
3660.0,3670.0,01:01:00.000,01:01:10.000,0.981369,True,0.981369,-18.2,0.99079,0.069031,0.485978,0.969625,-15.015,0.993296,0.05869,0.878693
3670.0,3680.0,01:01:10.000,01:01:20.000,0.987419,True,0.987419,-19.32,0.977259,0.080752,0.553398,0.954695,-15.685,0.990622,0.051414,0.694639
3680.0,3690.0,01:01:20.000,01:01:30.000,0.956155,True,0.956155,-23.719,0.994413,0.053009,0.256982,0.907453,-19.229,0.997694,0.038227,0.456677
3690.0,3700.0,01:01:30.000,01:01:40.000,0.988682,True,0.988682,-24.88,0.98446,0.09305,0.220169,0.974138,-21.506,0.991043,0.063032,0.389151
3700.0,3710.0,01:01:40.000,01:01:50.000,0.966466,True,0.966466,-24.769,0.97541,0.059351,0.249159,0.939701,-20.171,0.987414,0.046519,0.429906
3710.0,3720.0,01:01:50.000,01:02:00.000,0.963069,True,0.963069,-21.486,0.995467,0.0558,0.373121,0.919712,-18.176,0.997436,0.040886,0.558455
3720.0,3730.0,01:02:00.000,01:02:10.000,0.990571,True,0.990571,-21.208,0.992609,0.090685,0.55077,0.985518,-18.207,0.995789,0.074422,0.649336
3730.0,3740.0,01:02:10.000,01:02:20.000,0.990639,True,0.990639,-21.39,0.960923,0.106092,0.528246,0.983149,-18.463,0.982858,0.071911,0.514855
3740.0,3750.0,01:02:20.000,01:02:30.000,0.975606,True,0.975606,-21.712,0.989113,0.064412,0.358326,0.942205,-18.66,0.995387,0.047061,0.597115
3750.0,3760.0,01:02:30.000,01:02:40.000,0.854712,False,0.832634,-23.412,0.989706,0.026149,0.315172,0.854712,-18.448,0.99691,0.029045,0.692417
3760.0,3770.0,01:02:40.000,01:02:50.000,0.950544,True,0.948496,-20.324,0.992025,0.049409,0.403035,0.950544,-14.636,0.997284,0.049644,1.02377
3770.0,3780.0,01:02:50.000,01:03:00.000,0.941432,False,0.908572,-22.413,0.991625,0.038742,0.322067,0.941432,-16.378,0.997596,0.046643,0.559621
3780.0,3790.0,01:03:00.000,01:03:10.000,0.924976,False,0.924976,-21.364,0.995086,0.042414,0.468069,0.90049,-17.769,0.997503,0.036755,0.535856
3790.0,3800.0,01:03:10.000,01:03:20.000,0.945313,False,0.945313,-20.762,0.995151,0.048289,0.451956,0.931196,-17.342,0.997007,0.043734,0.794639
3800.0,3810.0,01:03:20.000,01:03:30.000,0.95676,True,0.95676,-21.772,0.994875,0.052855,0.314361,0.903793,-17.735,0.997753,0.037408,0.542939
3810.0,3820.0,01:03:30.000,01:03:40.000,0.981553,True,0.981553,-15.548,0.994054,0.068495,1.075388,0.970104,-12.333,0.997404,0.05869,1.289707
3820.0,3830.0,01:03:40.000,01:03:50.000,0.971334,True,0.971334,-16.702,0.990071,0.060056,0.616578,0.970776,-12.286,0.996533,0.059132,1.371606
3830.0,3840.0,01:03:50.000,01:04:00.000,0.988457,True,0.988457,-16.344,0.991778,0.079793,0.875165,0.955819,-13.022,0.996621,0.051629,1.088837
3840.0,3850.0,01:04:00.000,01:04:10.000,0.984945,True,0.984945,-16.17,0.992538,0.073132,0.72931,0.970279,-13.157,0.996242,0.058878,1.179757
3850.0,3860.0,01:04:10.000,01:04:20.000,0.977604,True,0.977604,-17.791,0.993957,0.064929,0.612949,0.975429,-14.316,0.996094,0.062551,0.846498
3860.0,3870.0,01:04:20.000,01:04:30.000,0.944792,False,0.836743,-19.328,0.997097,0.026486,0.679562,0.944792,-15.148,0.998317,0.047653,0.781198
3870.0,3880.0,01:04:30.000,01:04:40.000,0.889751,False,0.831533,-26.717,0.990642,0.026273,0.195384,0.889751,-16.928,0.997899,0.034705,0.499372
3880.0,3890.0,01:04:40.000,01:04:50.000,0.929064,False,0.927157,-15.761,0.996748,0.04261,0.991404,0.929064,-10.965,0.998339,0.042959,1.930172
3890.0,3900.0,01:04:50.000,01:05:00.000,0.981415,True,0.981415,-17.615,0.990876,0.068931,0.616741,0.969815,-14.336,0.995287,0.058697,0.724029
3900.0,3910.0,01:05:00.000,01:05:10.000,0.952026,True,0.952026,-20.05,0.993462,0.050677,0.391915,0.918035,-16.207,0.997201,0.040415,0.689939
3910.0,3920.0,01:05:10.000,01:05:20.000,0.971592,True,0.971592,-19.557,0.99229,0.0606,0.446205,0.945773,-15.448,0.99699,0.048012,1.032912
3920.0,3930.0,01:05:20.000,01:05:30.000,0.987355,True,0.987355,-14.005,0.992617,0.076699,1.077315,0.973143,-11.209,0.996619,0.060641,1.463312
3930.0,3940.0,01:05:30.000,01:05:40.000,0.993222,True,0.993222,-9.002,0.992918,0.094035,1.780452,0.992648,-6.718,0.995079,0.090039,2.719464
3940.0,3950.0,01:05:40.000,01:05:50.000,0.975357,True,0.970263,-14.497,0.989188,0.059172,1.124573,0.975357,-12.725,0.99372,0.06245,0.902802
3950.0,3960.0,01:05:50.000,01:06:00.000,0.989817,True,0.989817,-16.49,0.987267,0.084099,0.59369,0.971473,-13.291,0.995029,0.059685,0.775919
3960.0,3970.0,01:06:00.000,01:06:10.000,0.992684,True,0.992684,-12.61,0.993388,0.092298,1.402532,0.983226,-10.664,0.995863,0.069778,1.609338
3970.0,3980.0,01:06:10.000,01:06:20.000,0.977671,True,0.971895,-11.421,0.995756,0.059834,1.399643,0.977671,-10.104,0.997065,0.064046,1.072809
3980.0,3990.0,01:06:20.000,01:06:30.000,0.979951,True,0.97643,-11.405,0.993333,0.063229,1.472709,0.979951,-8.487,0.996991,0.066041,2.350629
3990.0,4000.0,01:06:30.000,01:06:40.000,0.986008,True,0.986008,-10.733,0.990274,0.074043,2.20753,0.98039,-9.202,0.994617,0.066616,2.127218
4000.0,4010.0,01:06:40.000,01:06:50.000,0.939878,False,0.939878,-18.564,0.994531,0.046337,0.548939,0.927597,-13.836,0.997911,0.042648,0.913087
4010.0,4020.0,01:06:50.000,01:07:00.000,0.940062,False,0.905335,-14.564,0.996741,0.037631,0.735919,0.940062,-12.231,0.997828,0.046068,1.148452
4020.0,4030.0,01:07:00.000,01:07:10.000,0.980147,True,0.980147,-17.537,0.991238,0.067488,0.65481,0.937082,-14.308,0.99656,0.04526,1.085953
4030.0,4040.0,01:07:10.000,01:07:20.000,0.962642,True,0.962642,-21.637,0.994368,0.055636,0.408215,0.936322,-18.996,0.996842,0.045273,0.589242
4040.0,4050.0,01:07:20.000,01:07:30.000,0.986869,True,0.986869,-25.555,0.972122,0.09005,0.354306,0.969428,-22.298,0.98777,0.059952,0.321774
4050.0,4060.0,01:07:30.000,01:07:40.000,0.970308,True,0.970308,-27.115,0.988274,0.062995,0.244449,0.95529,-24.582,0.992296,0.052899,0.243043
4060.0,4070.0,01:07:40.000,01:07:50.000,0.977321,True,0.967181,-28.112,0.840727,0.194842,0.509277,0.977321,-26.298,0.872856,0.171473,0.551484
4070.0,4080.0,01:07:50.000,01:08:00.000,0.878579,False,0.871546,-21.015,0.99786,0.031759,0.472772,0.878579,-17.554,0.998646,0.032774,0.840413
4080.0,4090.0,01:08:00.000,01:08:10.000,0.953509,True,0.953509,-21.633,0.995458,0.051448,0.408317,0.943524,-19.022,0.997247,0.04749,0.496776
4090.0,4100.0,01:08:10.000,01:08:20.000,0.99006,True,0.99006,-23.912,0.958895,0.124431,0.321218,0.988334,-21.007,0.977764,0.084778,0.424975
4100.0,4110.0,01:08:20.000,01:08:30.000,0.984049,True,0.984049,-23.753,0.971004,0.0781,0.402119,0.935656,-20.069,0.987275,0.045294,0.459739
4110.0,4120.0,01:08:30.000,01:08:40.000,0.980238,True,0.980238,-21.395,0.992681,0.068736,0.41446,0.922179,-18.538,0.996066,0.041508,0.486234
4120.0,4130.0,01:08:40.000,01:08:50.000,0.955173,True,0.955173,-20.471,0.994375,0.051981,0.44484,0.907094,-16.73,0.997047,0.038051,0.689037
4130.0,4140.0,01:08:50.000,01:09:00.000,0.983647,True,0.983647,-15.435,0.991672,0.071184,0.862706,0.975034,-13.109,0.996366,0.062136,0.890475
4140.0,4150.0,01:09:00.000,01:09:10.000,0.977684,True,0.977684,-17.137,0.99013,0.065049,0.602162,0.96683,-13.041,0.99527,0.056873,1.152478
4150.0,4160.0,01:09:10.000,01:09:20.000,0.954784,True,0.954784,-20.865,0.990767,0.051945,0.430987,0.945479,-14.335,0.997709,0.047855,1.205553
4160.0,4170.0,01:09:20.000,01:09:30.000,0.910532,False,0.910532,-19.815,0.993933,0.038947,0.452734,0.909901,-16.25,0.997634,0.038617,0.721236
4170.0,4180.0,01:09:30.000,01:09:40.000,0.955126,True,0.948263,-16.899,0.993575,0.049004,0.69265,0.955126,-12.534,0.997644,0.051312,0.876963
4180.0,4190.0,01:09:40.000,01:09:50.000,0.984371,True,0.984371,-16.56,0.973326,0.073982,0.712677,0.981676,-11.777,0.989475,0.068419,1.452877
4190.0,4200.0,01:09:50.000,01:10:00.000,0.981184,True,0.981184,-16.002,0.991838,0.06828,0.610861,0.97057,-12.389,0.996753,0.059001,1.234664
4200.0,4210.0,01:10:00.000,01:10:10.000,0.970321,True,0.963003,-16.103,0.993583,0.055105,0.763198,0.970321,-11.693,0.996942,0.058805,1.369764
4210.0,4220.0,01:10:10.000,01:10:20.000,0.924233,False,0.924233,-20.346,0.992111,0.042175,0.590448,0.870982,-16.131,0.997136,0.031497,0.827064
4220.0,4230.0,01:10:20.000,01:10:30.000,0.9407,False,0.9407,-19.011,0.994651,0.046623,0.465866,0.931348,-16.425,0.996506,0.043738,0.834314
4230.0,4240.0,01:10:30.000,01:10:40.000,0.930086,False,0.918348,-18.455,0.99594,0.040597,0.552104,0.930086,-15.333,0.997775,0.043343,0.915263
4240.0,4250.0,01:10:40.000,01:10:50.000,0.972538,True,0.972538,-20.357,0.99053,0.061508,0.554366,0.908701,-16.849,0.995551,0.038403,0.829285
4250.0,4260.0,01:10:50.000,01:11:00.000,0.83635,False,0.83635,-23.456,0.996638,0.026629,0.480527,0.823349,-16.843,0.998061,0.024593,1.819989
4260.0,4270.0,01:11:00.000,01:11:10.000,0.941336,False,0.869136,-15.806,0.996888,0.031196,1.058452,0.941336,-12.738,0.998103,0.046468,1.03366
4270.0,4280.0,01:11:10.000,01:11:20.000,0.961059,True,0.961059,-21.149,0.994709,0.054739,0.418697,0.94048,-18.392,0.996374,0.046485,0.464926
4280.0,4290.0,01:11:20.000,01:11:30.000,0.974803,True,0.974803,-27.143,0.984956,0.067301,0.155912,0.951524,-23.019,0.990457,0.050992,0.370682
4290.0,4300.0,01:11:30.000,01:11:40.000,0.950865,True,0.950865,-24.334,0.992828,0.050975,0.321489,0.92849,-19.559,0.997733,0.043142,0.453718
4300.0,4310.0,01:11:40.000,01:11:50.000,0.963959,True,0.963959,-36.866,0.960025,0.138159,0.071118,0.950856,-31.701,0.989643,0.054964,0.115528
4310.0,4320.0,01:11:50.000,01:12:00.000,0.990817,True,0.95157,-30.033,0.806694,0.33997,0.297975,0.990817,-22.392,0.954373,0.156724,0.433033
4320.0,4330.0,01:12:00.000,01:12:10.000,0.971131,True,0.971131,-28.731,0.975,0.065991,0.174536,0.908028,-20.161,0.996708,0.038409,0.401988
4330.0,4340.0,01:12:10.000,01:12:20.000,0.975872,True,0.975872,-33.509,0.970419,0.102478,0.087939,0.927891,-26.134,0.991222,0.043927,0.26115
4340.0,4350.0,01:12:20.000,01:12:30.000,0.967287,True,0.936916,-34.252,0.796067,0.308405,0.147517,0.967287,-29.548,0.847405,0.243694,0.238202
4350.0,4360.0,01:12:30.000,01:12:40.000,0.899853,False,0.899853,-23.749,0.944779,0.037652,0.277078,0.84018,-17.364,0.988722,0.02696,0.576731
4360.0,4370.0,01:12:40.000,01:12:50.000,0.885249,False,0.864522,-24.03,0.989528,0.030894,0.306235,0.885249,-16.374,0.997916,0.033889,0.755945
4370.0,4380.0,01:12:50.000,01:13:00.000,0.910638,False,0.811792,-20.788,0.995213,0.023198,0.432594,0.910638,-14.568,0.997869,0.038724,0.848823
4380.0,4390.0,01:13:00.000,01:13:10.000,0.94091,False,0.918003,-20.979,0.992214,0.040719,0.39997,0.94091,-13.868,0.997785,0.046375,0.958198
4390.0,4400.0,01:13:10.000,01:13:20.000,0.862631,False,0.862631,-24.678,0.994135,0.030622,0.255616,0.836516,-17.629,0.998271,0.0264,0.734508
4400.0,4410.0,01:13:20.000,01:13:30.000,0.871169,False,0.871169,-25.807,0.991249,0.032134,0.376251,0.839932,-19.427,0.997084,0.026936,0.634814
4410.0,4420.0,01:13:30.000,01:13:40.000,0.949857,False,0.949857,-25.247,0.990945,0.050851,0.320825,0.922832,-20.312,0.996827,0.041774,0.44531
4420.0,4430.0,01:13:40.000,01:13:50.000,0.937031,False,0.937031,-23.975,0.993073,0.046112,0.405872,0.910785,-20.881,0.996843,0.039044,0.397708
4430.0,4440.0,01:13:50.000,01:14:00.000,0.891414,False,0.891414,-26.813,0.992239,0.03584,0.233797,0.810107,-21.251,0.99828,0.022983,0.413595
4440.0,4450.0,01:14:00.000,01:14:10.000,0.838245,False,0.838245,-27.813,0.989368,0.027364,0.219915,0.826668,-22.069,0.997463,0.025214,0.292717
4450.0,4460.0,01:14:10.000,01:14:20.000,0.971246,True,0.971246,-35.154,0.977377,0.105681,0.086521,0.9275,-29.414,0.993392,0.044774,0.156572
4460.0,4470.0,01:14:20.000,01:14:30.000,0.973139,True,0.973139,-34.726,0.965517,0.157263,0.076903,0.968527,-28.944,0.99053,0.063179,0.180335
4470.0,4480.0,01:14:30.000,01:14:40.000,0.867608,False,0.867608,-22.881,0.995694,0.031254,0.432094,0.841813,-18.356,0.99869,0.027159,0.546553
4480.0,4490.0,01:14:40.000,01:14:50.000,0.985006,True,0.985006,-22.203,0.986071,0.076687,0.447715,0.94947,-19.16,0.994021,0.049608,0.503719
4490.0,4500.0,01:14:50.000,01:15:00.000,0.962786,True,0.962786,-18.825,0.994264,0.055255,0.623805,0.903595,-15.73,0.997808,0.0373,0.952098
4500.0,4510.0,01:15:00.000,01:15:10.000,0.94032,False,0.873474,-15.833,0.997689,0.03189,1.045891,0.94032,-12.344,0.997794,0.04615,1.383867
4510.0,4520.0,01:15:10.000,01:15:20.000,0.990302,True,0.981731,-8.896,0.994931,0.067986,2.240968,0.990302,-6.582,0.996839,0.081728,2.363795
4520.0,4530.0,01:15:20.000,01:15:30.000,0.992657,True,0.992657,-9.276,0.985736,0.09298,2.253216,0.98886,-7.055,0.991027,0.078968,2.097719
4530.0,4540.0,01:15:30.000,01:15:40.000,0.994312,True,0.994312,-9.692,0.989353,0.104828,1.916243,0.992846,-7.102,0.994143,0.09125,2.343199
4540.0,4550.0,01:15:40.000,01:15:50.000,0.99068,True,0.99068,-11.368,0.991178,0.084291,1.085734,0.989818,-9.559,0.99431,0.081119,1.60453
4550.0,4560.0,01:15:50.000,01:16:00.000,0.975443,True,0.957442,-13.504,0.995004,0.052358,0.929859,0.975443,-9.65,0.997561,0.06221,1.773282
